Source,Target,Type,Id,Label,Weight
519,4534,Directed,4353,,1
519,1597,Directed,4354,,1
519,3042,Directed,4355,,1
520,721,Directed,4356,,1
520,2341,Directed,4357,,1
521,4542,Directed,4358,,1
521,683,Directed,4359,,1
521,1793,Directed,4360,,1
521,966,Directed,4361,,1
521,2410,Directed,4362,,1
521,3813,Directed,4363,,1
522,1503,Directed,4364,,2
522,2829,Directed,4365,,1
522,1173,Directed,4366,,3
522,3624,Directed,4367,,1
522,1872,Directed,4368,,1
522,3573,Directed,4369,,2
522,2482,Directed,4370,,5
522,3565,Directed,4371,,2
522,1204,Directed,4372,,1
522,3012,Directed,4373,,1
522,2341,Directed,4374,,1
522,1630,Directed,4375,,3
522,1201,Directed,4376,,1
522,2869,Directed,4377,,1
522,2515,Directed,4378,,1
522,1045,Directed,4379,,1
522,3129,Directed,4380,,1
522,3530,Directed,4381,,1
522,1737,Directed,4382,,1
522,3881,Directed,4383,,1
522,4358,Directed,4384,,1
522,2711,Directed,4385,,1
522,4058,Directed,4386,,3
522,3908,Directed,4387,,1
522,3040,Directed,4388,,1
522,959,Directed,4389,,1
522,1538,Directed,4390,,2
522,3578,Directed,4391,,1
522,4339,Directed,4392,,1
522,708,Directed,4393,,1
522,3283,Directed,4394,,1
522,998,Directed,4395,,1
522,4201,Directed,4396,,1
522,4177,Directed,4397,,3
522,3050,Directed,4398,,1
522,4021,Directed,4399,,1
522,1937,Directed,4400,,2
522,985,Directed,4401,,1
522,1048,Directed,4402,,1
522,1649,Directed,4403,,2
522,2245,Directed,4404,,1
522,974,Directed,4405,,2
522,1232,Directed,4406,,2
522,1063,Directed,4407,,1
522,3045,Directed,4408,,1
522,4321,Directed,4409,,1
522,1978,Directed,4410,,4
522,1932,Directed,4411,,1
522,3639,Directed,4412,,1
522,1535,Directed,4413,,1
522,1155,Directed,4414,,1
522,3458,Directed,4415,,1
522,3009,Directed,4416,,1
522,1710,Directed,4417,,5
522,1531,Directed,4418,,1
522,1644,Directed,4419,,1
522,2089,Directed,4420,,1
522,940,Directed,4421,,1
522,1263,Directed,4422,,1
522,1994,Directed,4423,,1
522,2935,Directed,4424,,1
522,3191,Directed,4425,,1
522,1512,Directed,4426,,1
522,1524,Directed,4427,,1
522,4442,Directed,4428,,1
522,4307,Directed,4429,,1
522,3883,Directed,4430,,1
522,3868,Directed,4431,,1
522,4546,Directed,4432,,1
522,4267,Directed,4433,,1
522,2563,Directed,4434,,1
522,1641,Directed,4435,,2
522,3014,Directed,4436,,1
522,2223,Directed,4437,,1
522,3475,Directed,4438,,1
522,1906,Directed,4439,,1
522,2991,Directed,4440,,1
522,3959,Directed,4441,,1
522,647,Directed,4442,,1
522,723,Directed,4443,,1
522,2108,Directed,4444,,1
522,2479,Directed,4445,,1
522,4444,Directed,4446,,1
522,986,Directed,4447,,1
522,1318,Directed,4448,,1
522,2355,Directed,4449,,1
522,646,Directed,4450,,1
522,3416,Directed,4451,,1
522,3692,Directed,4452,,1
522,1275,Directed,4453,,1
522,984,Directed,4454,,1
522,540,Directed,4455,,1
523,3045,Directed,4456,,1
523,973,Directed,4457,,1
523,4286,Directed,4458,,1
523,1512,Directed,4459,,1
523,1960,Directed,4460,,1
523,4201,Directed,4461,,1
523,3033,Directed,4462,,1
523,3207,Directed,4463,,1
524,2621,Directed,4464,,1
524,4045,Directed,4465,,1
524,1381,Directed,4466,,1
524,3530,Directed,4467,,1
525,647,Directed,4468,,2
525,4259,Directed,4469,,1
525,1814,Directed,4470,,1
526,2892,Directed,4471,,1
526,2506,Directed,4472,,1
526,3241,Directed,4473,,1
526,1521,Directed,4474,,1
527,2211,Directed,4475,,1
527,670,Directed,4476,,1
528,3344,Directed,4477,,1
528,1233,Directed,4478,,1
528,3217,Directed,4479,,1
528,2687,Directed,4480,,1
528,3970,Directed,4481,,1
528,1155,Directed,4482,,1
529,1146,Directed,4483,,1
529,2479,Directed,4484,,1
529,886,Directed,4485,,1
530,3582,Directed,4486,,1
530,3880,Directed,4487,,1
533,1840,Directed,4488,,1
533,576,Directed,4489,,1
533,1353,Directed,4490,,1
534,3068,Directed,4491,,1
534,534,Directed,4492,,1
534,4075,Directed,4493,,1
534,3306,Directed,4494,,1
534,3183,Directed,4495,,1
535,2099,Directed,4496,,1
535,2245,Directed,4497,,1
535,2201,Directed,4498,,1
538,982,Directed,4499,,1
538,2146,Directed,4500,,1
539,3878,Directed,4501,,1
539,3045,Directed,4502,,1
539,1793,Directed,4503,,1
540,2341,Directed,4504,,1
540,3423,Directed,4505,,1
540,1273,Directed,4506,,1
540,1091,Directed,4507,,2
540,3808,Directed,4508,,1
540,951,Directed,4509,,3
540,543,Directed,4510,,2
540,1414,Directed,4511,,1
540,3881,Directed,4512,,1
540,1932,Directed,4513,,1
540,4478,Directed,4514,,1
540,1998,Directed,4515,,1
540,1531,Directed,4516,,1
540,1973,Directed,4517,,1
540,1779,Directed,4518,,1
540,2430,Directed,4519,,1
540,1630,Directed,4520,,5
540,4366,Directed,4521,,1
540,1263,Directed,4522,,1
540,3624,Directed,4523,,1
540,1649,Directed,4524,,1
540,2185,Directed,4525,,1
540,3137,Directed,4526,,1
540,3911,Directed,4527,,1
540,3207,Directed,4528,,1
540,3370,Directed,4529,,1
540,3008,Directed,4530,,1
540,3340,Directed,4531,,1
540,1073,Directed,4532,,1
540,3730,Directed,4533,,1
540,3529,Directed,4534,,1
540,1710,Directed,4535,,1
540,3565,Directed,4536,,2
540,1872,Directed,4537,,1
540,1960,Directed,4538,,2
540,2482,Directed,4539,,2
540,3031,Directed,4540,,1
540,783,Directed,4541,,1
540,933,Directed,4542,,1
540,4416,Directed,4543,,1
540,1534,Directed,4544,,1
540,4058,Directed,4545,,1
540,2245,Directed,4546,,1
540,891,Directed,4547,,1
540,3215,Directed,4548,,1
540,959,Directed,4549,,1
540,1978,Directed,4550,,2
540,4307,Directed,4551,,1
540,1790,Directed,4552,,1
540,1661,Directed,4553,,1
540,2223,Directed,4554,,1
540,3348,Directed,4555,,1
540,2108,Directed,4556,,1
540,1202,Directed,4557,,2
540,1145,Directed,4558,,1
540,3409,Directed,4559,,1
540,1796,Directed,4560,,1
541,2099,Directed,4561,,1
541,4329,Directed,4562,,1
542,3666,Directed,4563,,1
542,3750,Directed,4564,,1
542,4563,Directed,4565,,1
542,1486,Directed,4566,,1
542,4350,Directed,4567,,1
542,1243,Directed,4568,,1
542,1217,Directed,4569,,1
542,4520,Directed,4570,,1
542,1220,Directed,4571,,1
542,2088,Directed,4572,,2
542,3879,Directed,4573,,1
542,3071,Directed,4574,,1
542,4424,Directed,4575,,1
542,3274,Directed,4576,,1
542,951,Directed,4577,,1
542,3649,Directed,4578,,1
543,2721,Directed,4579,,1
543,2890,Directed,4580,,1
543,3565,Directed,4581,,1
543,3348,Directed,4582,,1
543,4442,Directed,4583,,1
543,1887,Directed,4584,,1
543,1960,Directed,4585,,1
543,2834,Directed,4586,,1
543,4261,Directed,4587,,1
543,4058,Directed,4588,,1
543,2263,Directed,4589,,1
543,2859,Directed,4590,,1
543,819,Directed,4591,,1
543,2108,Directed,4592,,1
544,1207,Directed,4593,,1
544,1871,Directed,4594,,1
544,4363,Directed,4595,,1
544,684,Directed,4596,,1
544,4310,Directed,4597,,1
544,2251,Directed,4598,,1
544,2945,Directed,4599,,1
544,1357,Directed,4600,,1
545,4474,Directed,4601,,1
545,2536,Directed,4602,,1
545,2312,Directed,4603,,1
547,4076,Directed,4604,,1
548,2612,Directed,4605,,1
548,1500,Directed,4606,,2
548,1318,Directed,4607,,1
548,1504,Directed,4608,,1
548,1881,Directed,4609,,1
548,698,Directed,4610,,1
548,4356,Directed,4611,,1
548,594,Directed,4612,,1
548,1641,Directed,4613,,1
548,3813,Directed,4614,,1
548,3523,Directed,4615,,1
548,2720,Directed,4616,,1
548,2005,Directed,4617,,1
548,3846,Directed,4618,,1
548,3348,Directed,4619,,1
548,2977,Directed,4620,,1
549,910,Directed,4621,,1
550,1173,Directed,4622,,1
550,4530,Directed,4623,,1
550,4177,Directed,4624,,1
550,3565,Directed,4625,,1
552,1365,Directed,4626,,1
552,552,Directed,4627,,1
553,2096,Directed,4628,,1
553,2348,Directed,4629,,1
554,2350,Directed,4630,,1
554,3945,Directed,4631,,1
555,2857,Directed,4632,,1
555,3376,Directed,4633,,1
555,4390,Directed,4634,,1
555,731,Directed,4635,,1
556,3303,Directed,4636,,1
556,2087,Directed,4637,,1
556,3738,Directed,4638,,1
556,898,Directed,4639,,1
556,795,Directed,4640,,1
556,2471,Directed,4641,,1
556,2879,Directed,4642,,1
556,4307,Directed,4643,,1
556,2108,Directed,4644,,1
556,2263,Directed,4645,,1
557,1715,Directed,4646,,1
557,3112,Directed,4647,,1
557,3944,Directed,4648,,1
557,2659,Directed,4649,,1
558,2143,Directed,4650,,1
558,3653,Directed,4651,,1
559,3038,Directed,4652,,1
559,2370,Directed,4653,,1
559,4516,Directed,4654,,1
559,3391,Directed,4655,,1
559,3321,Directed,4656,,1
559,1689,Directed,4657,,1
559,3397,Directed,4658,,1
561,3633,Directed,4659,,1
561,3137,Directed,4660,,1
561,1778,Directed,4661,,1
561,4319,Directed,4662,,1
561,793,Directed,4663,,1
561,3309,Directed,4664,,1
563,798,Directed,4665,,1
563,1352,Directed,4666,,1
563,1649,Directed,4667,,1
563,1710,Directed,4668,,1
563,4273,Directed,4669,,1
563,674,Directed,4670,,1
563,4530,Directed,4671,,1
563,3575,Directed,4672,,1
563,4486,Directed,4673,,1
563,4177,Directed,4674,,1
564,1867,Directed,4675,,1
564,1641,Directed,4676,,1
564,3435,Directed,4677,,1
565,4363,Directed,4678,,1
565,1503,Directed,4679,,1
565,1273,Directed,4680,,1
565,2911,Directed,4681,,1
566,3505,Directed,4682,,1
567,937,Directed,4683,,1
567,2979,Directed,4684,,1
569,4319,Directed,4685,,1
569,951,Directed,4686,,1
569,786,Directed,4687,,1
569,2869,Directed,4688,,1
569,3352,Directed,4689,,1
570,3530,Directed,4690,,1
570,2108,Directed,4691,,1
571,1250,Directed,4692,,1
571,3813,Directed,4693,,1
571,1682,Directed,4694,,1
572,1864,Directed,4695,,1
572,3638,Directed,4696,,1
572,3649,Directed,4697,,1
572,4050,Directed,4698,,1
573,3944,Directed,4699,,1
573,1044,Directed,4700,,1
573,912,Directed,4701,,1
573,3821,Directed,4702,,1
573,587,Directed,4703,,1
573,3994,Directed,4704,,1
573,2117,Directed,4705,,1
573,1640,Directed,4706,,1
573,3949,Directed,4707,,1
573,2559,Directed,4708,,1
573,2328,Directed,4709,,1
573,3993,Directed,4710,,1
574,3468,Directed,4711,,1
574,574,Directed,4712,,1
574,3261,Directed,4713,,1
574,3041,Directed,4714,,1
574,1896,Directed,4715,,1
574,3670,Directed,4716,,1
575,3888,Directed,4717,,1
575,2238,Directed,4718,,1
576,4030,Directed,4719,,1
578,3016,Directed,4720,,1
579,2534,Directed,4721,,1
579,941,Directed,4722,,1
579,3149,Directed,4723,,1
580,1164,Directed,4724,,1
580,747,Directed,4725,,1
580,2657,Directed,4726,,1
580,1910,Directed,4727,,1
580,1765,Directed,4728,,1
583,4076,Directed,4729,,1
583,1626,Directed,4730,,1
583,3770,Directed,4731,,1
583,1641,Directed,4732,,1
583,1253,Directed,4733,,1
583,3620,Directed,4734,,1
584,3905,Directed,4735,,1
584,3692,Directed,4736,,1
584,2000,Directed,4737,,1
584,3611,Directed,4738,,1
584,753,Directed,4739,,1
584,3765,Directed,4740,,1
584,1451,Directed,4741,,1
584,2084,Directed,4742,,1
584,3267,Directed,4743,,1
584,777,Directed,4744,,2
584,4565,Directed,4745,,1
584,773,Directed,4746,,1
584,1689,Directed,4747,,1
584,3108,Directed,4748,,1
584,3328,Directed,4749,,3
584,1282,Directed,4750,,1
584,2553,Directed,4751,,1
584,2121,Directed,4752,,1
584,2097,Directed,4753,,1
584,3265,Directed,4754,,1
584,2970,Directed,4755,,1
584,1415,Directed,4756,,1
584,2012,Directed,4757,,1
584,1426,Directed,4758,,2
584,3813,Directed,4759,,4
584,2900,Directed,4760,,1
584,2399,Directed,4761,,1
584,3008,Directed,4762,,1
584,3675,Directed,4763,,1
584,4351,Directed,4764,,1
584,2256,Directed,4765,,1
584,2257,Directed,4766,,1
584,1723,Directed,4767,,1
584,3619,Directed,4768,,1
584,728,Directed,4769,,1
585,663,Directed,4770,,1
585,3093,Directed,4771,,1
585,1294,Directed,4772,,1
586,3956,Directed,4773,,1
586,785,Directed,4774,,1
587,4452,Directed,4775,,4
587,3798,Directed,4776,,2
587,951,Directed,4777,,1
587,2930,Directed,4778,,1
587,3925,Directed,4779,,1
587,2979,Directed,4780,,1
587,1313,Directed,4781,,1
587,2115,Directed,4782,,1
587,1410,Directed,4783,,1
587,3469,Directed,4784,,1
587,4170,Directed,4785,,1
587,3545,Directed,4786,,1
587,3274,Directed,4787,,1
587,750,Directed,4788,,1
587,1978,Directed,4789,,1
587,3554,Directed,4790,,1
587,2960,Directed,4791,,1
587,2546,Directed,4792,,1
587,3463,Directed,4793,,1
587,4129,Directed,4794,,1
587,3062,Directed,4795,,1
587,3382,Directed,4796,,1
587,4058,Directed,4797,,1
587,973,Directed,4798,,1
587,3489,Directed,4799,,1
587,2043,Directed,4800,,1
587,3348,Directed,4801,,1
587,2245,Directed,4802,,1
587,3151,Directed,4803,,1
587,3071,Directed,4804,,1
587,4350,Directed,4805,,1
587,1927,Directed,4806,,1
587,4201,Directed,4807,,1
587,1767,Directed,4808,,1
587,4109,Directed,4809,,1
587,1216,Directed,4810,,1
587,590,Directed,4811,,1
587,4281,Directed,4812,,1
587,2284,Directed,4813,,1
588,1243,Directed,4814,,1
588,3124,Directed,4815,,1
590,1024,Directed,4816,,1
590,3007,Directed,4817,,1
590,2738,Directed,4818,,1
590,1352,Directed,4819,,1
590,1575,Directed,4820,,1
590,951,Directed,4821,,1
590,4009,Directed,4822,,1
590,4525,Directed,4823,,1
591,4449,Directed,4824,,1
591,3108,Directed,4825,,1
592,3312,Directed,4826,,1
592,1907,Directed,4827,,1
593,970,Directed,4828,,1
593,4259,Directed,4829,,1
593,2518,Directed,4830,,1
593,4036,Directed,4831,,1
593,1440,Directed,4832,,1
593,665,Directed,4833,,1
593,2355,Directed,4834,,1
594,2612,Directed,4835,,1
594,1500,Directed,4836,,1
594,1800,Directed,4837,,1
594,665,Directed,4838,,1
594,699,Directed,4839,,1
594,647,Directed,4840,,1
594,594,Directed,4841,,2
594,1538,Directed,4842,,1
594,1026,Directed,4843,,1
594,1490,Directed,4844,,1
594,3913,Directed,4845,,1
594,3428,Directed,4846,,1
594,1202,Directed,4847,,1
594,3342,Directed,4848,,1
594,3536,Directed,4849,,1
594,1298,Directed,4850,,1
594,4090,Directed,4851,,1
594,4182,Directed,4852,,1
594,1530,Directed,4853,,1
594,2464,Directed,4854,,1
594,4003,Directed,4855,,1
594,2121,Directed,4856,,1
594,2504,Directed,4857,,1
594,1242,Directed,4858,,1
595,816,Directed,4859,,1
597,1491,Directed,4860,,1
598,4330,Directed,4861,,1
599,2475,Directed,4862,,1
599,816,Directed,4863,,1
600,2604,Directed,4864,,1
600,1885,Directed,4865,,1
601,4297,Directed,4866,,1
601,1817,Directed,4867,,1
602,969,Directed,4868,,1
602,1288,Directed,4869,,1
602,1307,Directed,4870,,1
603,1253,Directed,4871,,1
603,2218,Directed,4872,,1
603,3883,Directed,4873,,1
603,3879,Directed,4874,,1
603,745,Directed,4875,,1
603,1643,Directed,4876,,1
603,1702,Directed,4877,,1
603,3897,Directed,4878,,1
603,603,Directed,4879,,1
603,641,Directed,4880,,1
603,2834,Directed,4881,,1
603,1710,Directed,4882,,1
603,1426,Directed,4883,,1
603,2188,Directed,4884,,1
603,724,Directed,4885,,1
603,4553,Directed,4886,,1
605,3949,Directed,4887,,1
606,2184,Directed,4888,,1
607,3879,Directed,4889,,1
607,2834,Directed,4890,,1
607,1173,Directed,4891,,1
607,3845,Directed,4892,,1
609,3928,Directed,4893,,1
610,4521,Directed,4894,,1
610,1145,Directed,4895,,1
610,864,Directed,4896,,1
610,2979,Directed,4897,,1
610,1978,Directed,4898,,1
610,2471,Directed,4899,,1
610,1937,Directed,4900,,1
610,908,Directed,4901,,1
611,2082,Directed,4902,,1
611,3071,Directed,4903,,1
611,4090,Directed,4904,,1
611,974,Directed,4905,,1
611,673,Directed,4906,,1
611,2259,Directed,4907,,1
611,698,Directed,4908,,1
611,2431,Directed,4909,,1
612,956,Directed,4910,,1
612,2378,Directed,4911,,1
613,4459,Directed,4912,,1
613,613,Directed,4913,,1
613,1813,Directed,4914,,1
613,1217,Directed,4915,,1
613,858,Directed,4916,,1
613,2967,Directed,4917,,1
613,2239,Directed,4918,,1
615,3401,Directed,4919,,1
615,2722,Directed,4920,,1
616,3855,Directed,4921,,1
616,1917,Directed,4922,,1
616,2812,Directed,4923,,1
616,3835,Directed,4924,,1
616,3575,Directed,4925,,1
616,3629,Directed,4926,,1
617,1118,Directed,4927,,1
617,3247,Directed,4928,,1
618,4034,Directed,4929,,1
618,951,Directed,4930,,1
618,2538,Directed,4931,,1
618,3539,Directed,4932,,1
618,1133,Directed,4933,,1
618,1167,Directed,4934,,1
619,934,Directed,4935,,1
619,3528,Directed,4936,,1
619,3503,Directed,4937,,1
619,4496,Directed,4938,,1
620,4129,Directed,4939,,1
620,1375,Directed,4940,,1
621,2716,Directed,4941,,1
621,1534,Directed,4942,,1
621,621,Directed,4943,,1
621,1118,Directed,4944,,1
623,4488,Directed,4945,,1
623,3299,Directed,4946,,1
623,1874,Directed,4947,,1
624,4400,Directed,4948,,1
624,2118,Directed,4949,,1
625,1409,Directed,4950,,1
625,2118,Directed,4951,,2
625,1901,Directed,4952,,1
625,930,Directed,4953,,1
625,4535,Directed,4954,,1
626,817,Directed,4955,,1
626,3331,Directed,4956,,1
626,3412,Directed,4957,,1
626,3407,Directed,4958,,1
627,2245,Directed,4959,,1
627,627,Directed,4960,,1
627,3883,Directed,4961,,1
627,4045,Directed,4962,,1
627,4056,Directed,4963,,1
627,1766,Directed,4964,,1
627,1858,Directed,4965,,1
627,2452,Directed,4966,,1
627,4128,Directed,4967,,1
628,1920,Directed,4968,,1
630,3863,Directed,4969,,1
630,997,Directed,4970,,1
630,3090,Directed,4971,,1
630,2568,Directed,4972,,1
630,974,Directed,4973,,1
631,3344,Directed,4974,,2
631,948,Directed,4975,,1
631,3732,Directed,4976,,1
631,4058,Directed,4977,,3
631,3105,Directed,4978,,1
631,4104,Directed,4979,,1
631,3862,Directed,4980,,1
631,3630,Directed,4981,,1
631,3217,Directed,4982,,1
631,4177,Directed,4983,,2
631,1273,Directed,4984,,3
631,2198,Directed,4985,,1
631,940,Directed,4986,,1
631,4193,Directed,4987,,1
631,3458,Directed,4988,,1
631,3040,Directed,4989,,1
631,4368,Directed,4990,,1
631,3441,Directed,4991,,1
631,1349,Directed,4992,,1
631,3565,Directed,4993,,1
631,2307,Directed,4994,,1
631,937,Directed,4995,,1
631,3090,Directed,4996,,2
631,4124,Directed,4997,,2
631,959,Directed,4998,,2
631,4442,Directed,4999,,1
631,1232,Directed,5000,,1
631,1173,Directed,5001,,1
631,2037,Directed,5002,,1
631,997,Directed,5003,,1
631,2168,Directed,5004,,1
631,3970,Directed,5005,,1
631,3420,Directed,5006,,1
631,2117,Directed,5007,,1
631,2482,Directed,5008,,1
631,2324,Directed,5009,,1
631,1925,Directed,5010,,1
631,2953,Directed,5011,,1
631,3019,Directed,5012,,1
631,3813,Directed,5013,,1
631,1502,Directed,5014,,1
631,2586,Directed,5015,,1
631,3194,Directed,5016,,1
633,1292,Directed,5017,,1
633,1076,Directed,5018,,1
633,3483,Directed,5019,,1
634,2534,Directed,5020,,1
634,1381,Directed,5021,,1
635,3220,Directed,5022,,1
636,2808,Directed,5023,,1
636,3622,Directed,5024,,1
637,1983,Directed,5025,,1
637,2795,Directed,5026,,1
639,3627,Directed,5027,,1
641,4368,Directed,5028,,1
641,2257,Directed,5029,,1
641,4129,Directed,5030,,1
641,2245,Directed,5031,,1
641,4177,Directed,5032,,1
641,3348,Directed,5033,,1
641,3518,Directed,5034,,1
641,3659,Directed,5035,,1
641,1793,Directed,5036,,1
641,1725,Directed,5037,,1
641,1502,Directed,5038,,1
641,4455,Directed,5039,,1
641,3207,Directed,5040,,1
641,4056,Directed,5041,,1
641,1217,Directed,5042,,1
641,3217,Directed,5043,,1
641,3565,Directed,5044,,1
641,1019,Directed,5045,,1
641,3024,Directed,5046,,1
641,2829,Directed,5047,,1
641,1888,Directed,5048,,1
642,4510,Directed,5049,,1
642,2081,Directed,5050,,1
643,2827,Directed,5051,,1
643,1932,Directed,5052,,1
643,1535,Directed,5053,,1
643,3458,Directed,5054,,1
643,2515,Directed,5055,,1
643,4177,Directed,5056,,1
643,3897,Directed,5057,,1
643,3848,Directed,5058,,1
643,1649,Directed,5059,,1
643,3209,Directed,5060,,1
643,2398,Directed,5061,,1
643,1198,Directed,5062,,1
643,2238,Directed,5063,,1
643,1031,Directed,5064,,1
643,976,Directed,5065,,1
644,4042,Directed,5066,,1
644,1287,Directed,5067,,1
644,1363,Directed,5068,,1
645,1310,Directed,5069,,1
645,1044,Directed,5070,,1
645,2930,Directed,5071,,1
646,1133,Directed,5072,,1
647,3637,Directed,5073,,3
647,1641,Directed,5074,,2
647,724,Directed,5075,,1
647,4379,Directed,5076,,1
647,4266,Directed,5077,,1
647,3216,Directed,5078,,1
647,1146,Directed,5079,,1
647,4138,Directed,5080,,1
647,2534,Directed,5081,,1
647,2579,Directed,5082,,1
647,2121,Directed,5083,,1
647,1376,Directed,5084,,1
647,2930,Directed,5085,,1
647,2290,Directed,5086,,1
647,708,Directed,5087,,1
647,2376,Directed,5088,,1
647,3813,Directed,5089,,1
647,2138,Directed,5090,,1
647,2369,Directed,5091,,1
647,3086,Directed,5092,,1
647,3097,Directed,5093,,1
647,951,Directed,5094,,1
647,1694,Directed,5095,,1
647,2300,Directed,5096,,1
647,1167,Directed,5097,,1
647,2182,Directed,5098,,1
647,2343,Directed,5099,,1
647,4152,Directed,5100,,1
647,2943,Directed,5101,,1
648,3795,Directed,5102,,1
648,2039,Directed,5103,,1
650,2050,Directed,5104,,1
650,3928,Directed,5105,,1
650,2869,Directed,5106,,1
650,1502,Directed,5107,,1
650,1723,Directed,5108,,1
651,2518,Directed,5109,,1
652,3350,Directed,5110,,1
653,730,Directed,5111,,1
653,4305,Directed,5112,,1
653,1939,Directed,5113,,1
653,4521,Directed,5114,,1
654,3459,Directed,5115,,2
654,3925,Directed,5116,,1
654,1905,Directed,5117,,1
654,2572,Directed,5118,,1
654,1978,Directed,5119,,1
654,3905,Directed,5120,,1
654,2093,Directed,5121,,1
654,3529,Directed,5122,,1
654,1811,Directed,5123,,1
654,2030,Directed,5124,,1
654,4485,Directed,5125,,1
654,936,Directed,5126,,1
654,995,Directed,5127,,1
654,832,Directed,5128,,1
654,911,Directed,5129,,1
654,4177,Directed,5130,,1
654,1173,Directed,5131,,1
654,753,Directed,5132,,1
654,2911,Directed,5133,,1
654,4452,Directed,5134,,1
654,3348,Directed,5135,,1
654,708,Directed,5136,,1
655,3850,Directed,5137,,1
655,2931,Directed,5138,,1
656,1690,Directed,5139,,1
656,4134,Directed,5140,,1
656,3864,Directed,5141,,1
656,2979,Directed,5142,,1
656,2096,Directed,5143,,1
656,4478,Directed,5144,,1
656,2887,Directed,5145,,1
656,986,Directed,5146,,1
656,3206,Directed,5147,,1
656,3670,Directed,5148,,2
656,2506,Directed,5149,,1
656,3822,Directed,5150,,1
656,2284,Directed,5151,,1
656,2182,Directed,5152,,1
657,2035,Directed,5153,,1
657,2769,Directed,5154,,1
657,3550,Directed,5155,,1
657,3906,Directed,5156,,1
657,1517,Directed,5157,,1
657,3382,Directed,5158,,1
657,674,Directed,5159,,1
657,1305,Directed,5160,,1
657,4321,Directed,5161,,1
657,2594,Directed,5162,,1
657,4458,Directed,5163,,1
658,1411,Directed,5164,,1
658,674,Directed,5165,,1
658,4124,Directed,5166,,1
658,4177,Directed,5167,,1
659,2505,Directed,5168,,1
659,1436,Directed,5169,,1
659,3864,Directed,5170,,1
660,2440,Directed,5171,,1
660,1141,Directed,5172,,1
661,1288,Directed,5173,,1
661,764,Directed,5174,,1
662,3264,Directed,5175,,1
662,3157,Directed,5176,,1
663,767,Directed,5177,,1
663,4442,Directed,5178,,1
663,1275,Directed,5179,,1
663,3231,Directed,5180,,1
663,3577,Directed,5181,,1
663,2861,Directed,5182,,1
664,3545,Directed,5183,,1
664,1410,Directed,5184,,1
664,4181,Directed,5185,,1
665,1216,Directed,5186,,1
665,2215,Directed,5187,,1
665,3465,Directed,5188,,1
665,3823,Directed,5189,,2
665,2720,Directed,5190,,1
665,988,Directed,5191,,1
665,3675,Directed,5192,,1
665,1054,Directed,5193,,1
665,2288,Directed,5194,,1
665,3849,Directed,5195,,2
665,1117,Directed,5196,,1
665,2579,Directed,5197,,1
665,3735,Directed,5198,,1
665,3920,Directed,5199,,1
665,4236,Directed,5200,,1
665,4530,Directed,5201,,1
665,665,Directed,5202,,1
665,1641,Directed,5203,,2
665,3391,Directed,5204,,1
665,3530,Directed,5205,,1
665,3770,Directed,5206,,1
665,2599,Directed,5207,,2
665,4267,Directed,5208,,1
665,1609,Directed,5209,,1
665,3019,Directed,5210,,1
665,1173,Directed,5211,,1
665,930,Directed,5212,,1
665,1842,Directed,5213,,1
665,1222,Directed,5214,,1
665,1930,Directed,5215,,1
665,907,Directed,5216,,1
665,3711,Directed,5217,,1
665,2343,Directed,5218,,1
665,1167,Directed,5219,,1
665,2312,Directed,5220,,1
665,4565,Directed,5221,,1
666,3097,Directed,5222,,1
667,3639,Directed,5223,,1
668,2121,Directed,5224,,1
668,1451,Directed,5225,,1
668,1026,Directed,5226,,1
668,724,Directed,5227,,1
668,3423,Directed,5228,,1
668,3065,Directed,5229,,1
668,3813,Directed,5230,,1
668,2461,Directed,5231,,1
668,3312,Directed,5232,,1
669,2579,Directed,5233,,1
669,1888,Directed,5234,,1
670,2231,Directed,5235,,1
671,4350,Directed,5236,,1
671,1121,Directed,5237,,1
672,2117,Directed,5238,,1
672,1057,Directed,5239,,1
674,3207,Directed,5240,,3
674,3163,Directed,5241,,2
674,2604,Directed,5242,,1
674,3380,Directed,5243,,3
674,1173,Directed,5244,,3
674,1352,Directed,5245,,3
674,3883,Directed,5246,,1
674,936,Directed,5247,,1
674,3012,Directed,5248,,1
674,1710,Directed,5249,,1
674,2430,Directed,5250,,1
674,674,Directed,5251,,10
674,4476,Directed,5252,,2
674,1594,Directed,5253,,2
674,3129,Directed,5254,,1
674,1480,Directed,5255,,1
674,1649,Directed,5256,,2
674,894,Directed,5257,,1
674,1468,Directed,5258,,1
674,2987,Directed,5259,,1
674,1549,Directed,5260,,1
674,1896,Directed,5261,,1
674,1335,Directed,5262,,2
674,3521,Directed,5263,,1
674,2307,Directed,5264,,2
674,3893,Directed,5265,,1
674,3453,Directed,5266,,1
674,4093,Directed,5267,,1
674,4292,Directed,5268,,2
674,1381,Directed,5269,,1
674,1019,Directed,5270,,1
674,3458,Directed,5271,,1
674,3403,Directed,5272,,2
674,3848,Directed,5273,,1
674,1177,Directed,5274,,1
674,3463,Directed,5275,,1
674,1249,Directed,5276,,1
674,3734,Directed,5277,,1
674,1411,Directed,5278,,1
674,937,Directed,5279,,1
674,2829,Directed,5280,,1
674,3647,Directed,5281,,1
674,1778,Directed,5282,,1
674,3830,Directed,5283,,2
674,3923,Directed,5284,,1
674,3648,Directed,5285,,1
674,4307,Directed,5286,,3
674,2077,Directed,5287,,1
674,3642,Directed,5288,,1
674,1535,Directed,5289,,1
674,4177,Directed,5290,,5
674,2298,Directed,5291,,1
674,2014,Directed,5292,,2
